date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,no_stopwords,tokens,lemmatized_tokens,processed_text,sentiment,sentiment_encoded
,Fight save laugh same.,free concern enough baby quickly table order wide on major easy and admit quite fact direction me sense simple,1,elizabeth45,119,110,Amazon,en,Kuwait,4.8.4,Yes,free concern enough baby quickly table order wide major easy admit quite fact direction sense simple,"['free', 'concern', 'enough', 'baby', 'quickly', 'table', 'order', 'wide', 'major', 'easy', 'admit', 'quite', 'fact', 'direction', 'sense', 'simple']","['free', 'concern', 'enough', 'baby', 'quickly', 'table', 'order', 'wide', 'major', 'easy', 'admit', 'quite', 'fact', 'direction', 'sense', 'simple']",free concern enough baby quickly table order wide major easy admit quite fact direction sense simple,Negative,0
,Create western police whole.,feeling free military professional tend such machine establish mind policy without task process center marriage each scientist wind grow,3,harcher,94,136,Website,en,China,2.2.7,Yes,feeling free military professional tend machine establish mind policy without task process center marriage scientist wind grow,"['feeling', 'free', 'military', 'professional', 'tend', 'machine', 'establish', 'mind', 'policy', 'without', 'task', 'process', 'center', 'marriage', 'scientist', 'wind', 'grow']","['feeling', 'free', 'military', 'professional', 'tend', 'machine', 'establish', 'mind', 'policy', 'without', 'task', 'process', 'center', 'marriage', 'scientist', 'wind', 'grow']",feeling free military professional tend machine establish mind policy without task process center marriage scientist wind grow,Neutral,1
,Administration American executive or apply.,thousand hospital individual yes finally american mind gas partner item note society get body across until chair race model face newspaper class main ask,4,adam50,191,153,Website,en,Australia,4.8.7,Yes,thousand hospital individual yes finally american mind gas partner item note society get body across chair race model face newspaper class main ask,"['thousand', 'hospital', 'individual', 'yes', 'finally', 'american', 'mind', 'gas', 'partner', 'item', 'note', 'society', 'get', 'body', 'across', 'chair', 'race', 'model', 'face', 'newspaper', 'class', 'main', 'ask']","['thousand', 'hospital', 'individual', 'yes', 'finally', 'american', 'mind', 'gas', 'partner', 'item', 'note', 'society', 'get', 'body', 'across', 'chair', 'race', 'model', 'face', 'newspaper', 'class', 'main', 'ask']",thousand hospital individual yes finally american mind gas partner item note society get body across chair race model face newspaper class main ask,Positive,2
,Throw turn others community.,go exist teacher program shoulder choice beat central run it truth fact allow usually eat question hit human,2,ushelton,174,108,Website,en,Spain,5.7.8,No,go exist teacher program shoulder choice beat central run truth fact allow usually eat question hit human,"['go', 'exist', 'teacher', 'program', 'shoulder', 'choice', 'beat', 'central', 'run', 'truth', 'fact', 'allow', 'usually', 'eat', 'question', 'hit', 'human']","['go', 'exist', 'teacher', 'program', 'shoulder', 'choice', 'beat', 'central', 'run', 'truth', 'fact', 'allow', 'usually', 'eat', 'question', 'hit', 'human']",go exist teacher program shoulder choice beat central run truth fact allow usually eat question hit human,Negative,0
2025-07-03,Because cell trade skill oil health.,raise current career never feeling beat note leave contain site street benefit money reason mean rate group government level which leave tree ago,1,brian62,144,145,Google Play,en,Iraq,5.8.3,Yes,raise current career never feeling beat note leave contain site street benefit money reason mean rate group government level leave tree ago,"['raise', 'current', 'career', 'never', 'feeling', 'beat', 'note', 'leave', 'contain', 'site', 'street', 'benefit', 'money', 'reason', 'mean', 'rate', 'group', 'government', 'level', 'leave', 'tree', 'ago']","['raise', 'current', 'career', 'never', 'feeling', 'beat', 'note', 'leave', 'contain', 'site', 'street', 'benefit', 'money', 'reason', 'mean', 'rate', 'group', 'government', 'level', 'leave', 'tree', 'ago']",raise current career never feeling beat note leave contain site street benefit money reason mean rate group government level leave tree ago,Negative,0
,Reduce might no.,leg several military stuff be establish four best fact loss former article science purpose,2,rtaylor,83,90,Website,en,Northern Mariana Islands,1.3.9,No,leg several military stuff establish four best fact loss former article science purpose,"['leg', 'several', 'military', 'stuff', 'establish', 'four', 'best', 'fact', 'loss', 'former', 'article', 'science', 'purpose']","['leg', 'several', 'military', 'stuff', 'establish', 'four', 'best', 'fact', 'loss', 'former', 'article', 'science', 'purpose']",leg several military stuff establish four best fact loss former article science purpose,Negative,0
2024-03-09,Argue business identify work star success.,feeling financial writer according machine reach boy check they mind easy billion agency media,1,lorraine79,130,94,App Store,en,British Virgin Islands,4.2.8,No,feeling financial writer according machine reach boy check mind easy billion agency media,"['feeling', 'financial', 'writer', 'according', 'machine', 'reach', 'boy', 'check', 'mind', 'easy', 'billion', 'agency', 'media']","['feeling', 'financial', 'writer', 'according', 'machine', 'reach', 'boy', 'check', 'mind', 'easy', 'billion', 'agency', 'medium']",feeling financial writer according machine reach boy check mind easy billion agency medium,Negative,0
,Few population throw people amount trade while life.,player continue stand price color score national lose face beyond open happen every history son less spend challenge exist build hope,4,khill,144,133,Google Play,en,Guinea-Bissau,4.4.0,No,player continue stand price color score national lose face beyond open happen every history son less spend challenge exist build hope,"['player', 'continue', 'stand', 'price', 'color', 'score', 'national', 'lose', 'face', 'beyond', 'open', 'happen', 'every', 'history', 'son', 'less', 'spend', 'challenge', 'exist', 'build', 'hope']","['player', 'continue', 'stand', 'price', 'color', 'score', 'national', 'lose', 'face', 'beyond', 'open', 'happen', 'every', 'history', 'son', 'less', 'spend', 'challenge', 'exist', 'build', 'hope']",player continue stand price color score national lose face beyond open happen every history son less spend challenge exist build hope,Positive,2
,Open oil once stop attack ahead.,decision total modern message company charge pretty none least teach cause size type attention stuff low while paper congress remain medical probably else,3,jesseortega,0,154,Flipkart,en,Luxembourg,1.0.6,No,decision total modern message company charge pretty none least teach cause size type attention stuff low paper congress remain medical probably else,"['decision', 'total', 'modern', 'message', 'company', 'charge', 'pretty', 'none', 'least', 'teach', 'cause', 'size', 'type', 'attention', 'stuff', 'low', 'paper', 'congress', 'remain', 'medical', 'probably', 'else']","['decision', 'total', 'modern', 'message', 'company', 'charge', 'pretty', 'none', 'least', 'teach', 'cause', 'size', 'type', 'attention', 'stuff', 'low', 'paper', 'congress', 'remain', 'medical', 'probably', 'else']",decision total modern message company charge pretty none least teach cause size type attention stuff low paper congress remain medical probably else,Neutral,1
,News cultural make quickly different score its.,food discuss sign true somebody black thing rock himself wind two artist boy suggest authority shake paper subject type fly recognize help writer,1,christopherjohnson,138,145,Google Play,en,Paraguay,4.0.4,No,food discuss sign true somebody black thing rock wind two artist boy suggest authority shake paper subject type fly recognize help writer,"['food', 'discuss', 'sign', 'true', 'somebody', 'black', 'thing', 'rock', 'wind', 'two', 'artist', 'boy', 'suggest', 'authority', 'shake', 'paper', 'subject', 'type', 'fly', 'recognize', 'help', 'writer']","['food', 'discus', 'sign', 'true', 'somebody', 'black', 'thing', 'rock', 'wind', 'two', 'artist', 'boy', 'suggest', 'authority', 'shake', 'paper', 'subject', 'type', 'fly', 'recognize', 'help', 'writer']",food discus sign true somebody black thing rock wind two artist boy suggest authority shake paper subject type fly recognize help writer,Negative,0
2024-07-07,Material anything music against.,almost cell accept similar nothing ten future radio many strategy now list goal peace next case attack into heavy audience back site fear,2,sandra46,196,137,Flipkart,en,Romania,3.6.7,No,almost cell accept similar nothing ten future radio many strategy list goal peace next case attack heavy audience back site fear,"['almost', 'cell', 'accept', 'similar', 'nothing', 'ten', 'future', 'radio', 'many', 'strategy', 'list', 'goal', 'peace', 'next', 'case', 'attack', 'heavy', 'audience', 'back', 'site', 'fear']","['almost', 'cell', 'accept', 'similar', 'nothing', 'ten', 'future', 'radio', 'many', 'strategy', 'list', 'goal', 'peace', 'next', 'case', 'attack', 'heavy', 'audience', 'back', 'site', 'fear']",almost cell accept similar nothing ten future radio many strategy list goal peace next case attack heavy audience back site fear,Negative,0
,Dog authority way toward.,their citizen explain move drop military matter human arm recently book likely true enjoy air full end free share cause natural safe,4,reedchad,20,132,Website,en,Israel,3.1.2,No,citizen explain move drop military matter human arm recently book likely true enjoy air full end free share cause natural safe,"['citizen', 'explain', 'move', 'drop', 'military', 'matter', 'human', 'arm', 'recently', 'book', 'likely', 'true', 'enjoy', 'air', 'full', 'end', 'free', 'share', 'cause', 'natural', 'safe']","['citizen', 'explain', 'move', 'drop', 'military', 'matter', 'human', 'arm', 'recently', 'book', 'likely', 'true', 'enjoy', 'air', 'full', 'end', 'free', 'share', 'cause', 'natural', 'safe']",citizen explain move drop military matter human arm recently book likely true enjoy air full end free share cause natural safe,Positive,2
